"Data Source","Indicadores del desarrollo mundial",
"Países Bajos","NLD","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","1.2","1.3","1.3","1.1","1.2","1.4","1.3","1.1","1.3","1.1","1.3","1.2","1.2","1.2","1.1","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.7","0.7","0.6","0.6","0.8","","",
"Noruega","NOR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.2","1.1","0.9","0.8","1","1","0.9","0.9","0.7","1.1","0.8","1","1.1","0.8","0.7","0.7","0.6","0.7","0.6","0.6","2.2","0.5","0.9","0.6","0.5","0.5","0.5","","",
"Nepal","NPL","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","","","","","","","2.6","2.8","2.7","2.7","3.5","3.5","3","3.7","3.4","2.4","3.2","3.4","3","3","2.5","2.3","2.2","2","","2.2","","","",
"Nauru","NRU","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nueva Zelandia","NZL","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.6","1.9","1.2","1.6","1.1","1.3","1.6","1.3","1.2","1.3","1.3","1.5","1.1","1.1","1.5","1.2","1.1","1.2","1.5","1","0.9","0.9","1","0.9","1","1.1","0.7","","",
"Miembros OCDE","OED","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Omán","OMN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.4","0.4","0.5","","",
"Otros Estados pequeos","OSS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistán","PAK","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","","","","","","7.2","7.2","7.7","6.9","6.4","6.8","6.5","6.3","6.4","6.4","6.4","6.6","7.4","7.5","7.7","8","7.8","7.7","7.2","5","4.4","4.2","","",
"Panamá","PAN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3","11.7","12.1","11.7","12","13.8","8.9","11","9.6","9.6","9.9","9.9","11.9","10.5","9.4","10.9","6.5","8.1","14","15.7","12.6","14.8","16.9","17.3","15.5","11.9","10","9.7","","",
"Perú","PER","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","6.5","6.6","6.7","7.2","7.7","7.7","","",
"Filipinas","PHL","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","13.7","12.7","11.6","9.4","","","","7.9","7.5","7.4","7.3","8.1","7.8","7.5","7.5","7.1","6.7","6.4","9.9","9.2","8.9","8.8","9.3","9.7","9.5","11","8.4","","",
"Palau","PLW","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua Nueva Guinea","PNG","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","8.3","8.3","7.6","8","10.1","","9.5","9.4","7.8","8.9","10","10","","","","","","","","","",
"Polonia","POL","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","2.2","2.2","2.4","2.4","2.2","2.3","2.1","2","1.9","2.2","2","1.9","1.7","1.6","1.4","1.3","1.4","0.9","1","1","1.1","1.1","0.8","0.7","0.8","0.7","0.8","","",
"previa al dividendo demográfico","PRE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1","23","24.1","26.3","27.2","23.4","23.3","19.3","17.3","15.7","18.3","19.7","20.6","20.8","21.1","20.5","19.9","19.5","21.8","24.2","27.4","31.4","27.2","24.5","19.2","16.7","19.2","18.5","","",
"Corea, República Popular Democrática de","PRK","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.5","1.4","1.4","1.4","1.1","1","1.1","1.2","1.1","1.1","1","1.1","1.4","1.4","1.3","1.5","1.7","1.2","1.2","1.2","1.1","1.2","1.4","0.9","1","0.6","0.7","","",
"Paraguay","PRY","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","24.3","24.9","22.9","21.2","15.3","12.6","13.1","13.8","13.4","11.9","10.4","10.2","9.3","8.8","9.3","8.9","","","",
"Ribera Occidental y Gaza","PSE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","4.4","1.6","1.5","1.7","","","","2.7","2.7","2.4","","","1.2","1.1","0.8","0.6","0.6","0.5","0.8","1","0.7","","","",
"Estados pequeos de las Islas del Pacfico","PSS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"posterior al dividendo demográfico","PST","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Polinesia Francesa","PYF","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","2.7","3.4","0.4","","","","","","","","","","",
"Qatar","QAT","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.8","1.2","0.8","1","","","","0.4","0.5","0.2","0.8","","","0.7","0.7","0.5","0.8","0.9","0.5","0.2","0.2","0.3","0.4","0.4","","","","","",
"Rumania","ROU","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.5","3.6","3.2","3.4","3.3","3.2","3.1","2.5","2.5","2.6","2.7","2.6","2.5","2.4","2.1","2.1","2","2.3","1.9","2","1.7","1.9","1.7","1.5","1.5","1.2","1.5","","",
"Federación de Rusia","RUS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3","15.3","22.9","30.4","32.3","30.5","26.4","23.7","22.8","26","28.1","29.4","30.5","28.9","27.3","24.8","20.1","17.7","16.6","14.9","","","11.3","11.2","11.5","11.6","11","9.2","","",
"Rwanda","RWA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","2.8","1.5","","2.8","","2.4","3.2","3.8","2.5","","","","",
"Asia meridional","SAS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arabia Saudita","SAU","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.8","1.1","1.3","1.1","1.3","1.2","1","1","","","","","","","","1.5","","1.3","","",
"Sudán","SDN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","5.2","","","","","","","","","","","",
"Senegal","SEN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapur","SGP","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.6","1.3","1.8","1.4","1.6","0.9","1","1.1","1","1","0.8","0.8","0.6","0.5","0.5","0.4","0.4","0.6","0.4","0.4","0.3","0.2","0.3","0.3","0.3","0.3","0.2","","",
"Islas Salomón","SLB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","5.5","4.8","5.3","3.8","","","","","","","","","","","",
"Sierra Leona","SLE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","1.7","1.7","2.2","3","2.5","2.5","2.8","1.7","","","1.7","","","","",
"El Salvador","SLV","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.4","142.2","119.7","114.8","96.6","66","60.5","60.8","47.7","56.2","64.9","64.4","64.8","57.5","52","71.4","64.7","70.6","41.7","40.2","62.4","105.4","83.1","61.8","","",
"San Marino","SMR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","3.6","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Somalia","SOM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.6","2.1","1.9","1.8","1.6","1.7","1.9","1.5","1.7","1.4","1.5","1.2","1.6","1.4","1.2","1.4","1.1","","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudán del Sur","SSD","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9","","","","","","","",
"África al sur del Sahara","SSF","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pequeños Estados","SST","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Santo Tomé y Príncipe","STP","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6","10.1","6.6","6.5","","","","","","","","","","","","2.5","2.5","8.4","2.9","3.4","3.4","","","","","","","","",
"Suriname","SUR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","16.5","11.8","12.3","9.3","13.8","12.3","8.8","8.3","","","","","5.3","5.8","6.1","7.3","5.5","","",
"República Eslovaca","SVK","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","2.4","","2.6","2.4","2.4","2.5","2.6","2.4","2.6","2.4","2.2","2.2","2.5","2","1.7","1.5","1.5","1.6","1.4","1.5","1.6","1.2","1.3","1.3","0.8","1","1.5","","",
"Eslovenia","SVN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2.4","1.3","2.1","2.2","1.9","1.8","0.7","1.3","1.8","1.4","1.8","1.1","1.4","1","0.6","1.2","0.5","0.6","0.7","0.8","0.7","0.6","0.8","1","0.5","0.9","","",
"Suecia","SWE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.3","1.3","1.2","1.1","1","1.1","1","1","1.1","1.1","1","1.1","0.9","1.2","0.9","1","1.2","0.9","1","1","0.9","0.7","0.9","0.9","1.1","1.1","1.1","","",
"Eswatini","SWZ","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","19.2","19.2","18.8","16.1","","","","16.1","10.9","12.1","17.1","12.4","12.4","13.3","12.6","11.3","10.6","18.7","15.8","17.3","14","8.3","8","9.1","8.5","8.6","9.5","","",
"Sint Maarten (Dutch part)","SXM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4","","10","8.9","6.6","15.4","9.8","17.4","4.3","19.4","17.2","7.5","12.7","","","",
"República Árabe Siria","SYR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2.2","2.1","2.2","2.2","2.2","2.3","2.4","2.4","2.4","2.7","2.6","2.3","2.2","","","","","","","","","",
"Islas Turcas y Caicos","TCA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","7.7","7.3","13.7","6.5","6.3","12.1","0","0","0","0","9.2","0","","0","","7","6.8","6.6","","","","12.1","5.9","","","","","",
"Chad","TCD","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tailandia","THA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4","9.8","10.3","9.4","8.5","7.6","7.4","7.9","8.7","8.1","8.2","7.9","7.1","10","6.6","7.3","7.1","6.7","6","5.5","5.4","4.9","4.9","4.2","3.9","3.5","3.2","","","",
"Tayikistán","TJK","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","2.7","11","23.3","11.2","7.5","8.3","8.4","8.2","5.8","4.6","3.7","2.8","2.5","2.1","2.3","2.8","1.8","1.4","1.3","2.4","1.6","","","","","","","","",
"Turkmenistán","TKM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","8.1","7.6","8.3","7.5","6.4","7.8","8.2","7.8","7.2","5.9","5.4","5.2","5","4.4","4.3","4.2","","","","","","","","","","","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","4.5","4.7","5.8","3.2","2.9","3.5","","","","","3.9","","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2.1","","","1","6.1","6","6","2","4","7.9","1","3.9","7.7","1","1.9","1","","","","","","","",
"Asia meridional (BIRF y la AIF)","TSA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad y Tobago","TTO","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","11.9","13.4","17.8","20.1","29.8","28.5","29.9","41.6","38.4","35.6","26.4","28.3","30.2","29.9","30.9","","","","",
"Túnez","TUN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","2.6","2.4","2.7","2.7","2.4","2.7","","3","","","","","","","",
"Turquía","TUR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3","4.9","4.6","5.2","4.6","5.2","4.2","4.2","4.3","","","","","","","",
"Tuvalu","TUV","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","9.5","9.4","18.6","","","","","","","",
"Tanzanía","TZA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7.4","7.4","","","","","","7.5","7.6","","","","","","8.4","8.7","8.3","7.3","7.5","7","6.2","","","",
"Uganda","UGA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","8.5","8.8","","","","","","8","7.4","8.7","9.1","8.6","8.8","9.9","9.3","10.7","11.2","10.3","11.5","","10.8","11","","",
"Ucrania","UKR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5.1","6.6","7.2","8.3","8.7","9.7","8.4","8.4","8.6","9","10","9","8.5","7.4","6.5","6.3","5.7","5.3","4.9","4.3","","5.2","","6.3","","","6.2","","",
"Ingreso mediano alto","UMC","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.2","5.8","","","5.9","6.3","7.4","7.4","6.5","6.4","6.6","6.9","5.9","6","5.7","6.1","5.8","6.6","6.7","6.1","5.9","7.9","7.6","7.8","8.5","7.8","8.2","","",
"Estados Unidos","USA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","9.7","9.2","9.4","8.9","8.1","7.3","6.7","6.2","5.6","5.5","6.7","5.6","5.7","5.5","5.7","5.8","5.7","5.4","5","4.8","4.7","4.7","4.5","4.5","5","5.4","5.3","","",
"Uzbekistán","UZB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","5.1","5.3","5.2","5.4","5.1","4.9","4.4","4.4","4.1","4.3","4.3","4.1","3.7","3.7","3.4","3.2","3","3","","","","","","1.5","1.6","1.4","1.1","","",
"San Vicente y las Granadinas","VCT","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2","16.7","16.7","13","12","18.5","22.2","8.3","22.2","13","18.5","11.1","18.5","16.6","26.7","23.9","18.4","36.7","14.7","21.1","22.9","19.2","25.6","","","","36.5","","","",
"Venezuela","VEN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","12.3","15.7","20.2","21.8","20.2","21.9","18.3","19.3","24.9","32.8","31.9","37.8","43.8","36.9","37.2","45","47.5","51.8","48.9","45.1","47.8","53.8","","61.9","","56.3","","","",
"Islas Vírgenes Británicas","VGB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","0","0","0","0","10.9","10.6","","","5","","4.7","4.6","9.1","17.7","","8.4","","","","","","","","","","","","","",
"Islas Vírgenes (EE.UU.)","VIR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7","23","24.8","21.2","25.8","37.8","28.6","34.2","34.3","40","40.1","43.1","47","52.8","42.5","49.3","","","","","","","",
"Viet Nam","VNM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.3","1.3","1.3","1.2","1.2","1.4","1.3","1.4","1.5","1.5","","","","","","","","",
"Vanuatu","VUT","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mundo","WLD","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","7","7.2","7.4","7.4","7.2","7","6.9","6.9","6.7","6.8","6.9","6.9","6.7","6.5","6.3","6.2","6","6.1","6.1","6.1","6.2","6.2","6.1","6.1","6","6","6.1","","",
"Samoa","WSM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.6","","","3.1","","","","","","",
"Kosovo","XKX","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","4.1","6","3.5","5","2.2","3","2.3","2.1","","","",
"Yemen, Rep. del","YEM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","5.9","3.9","","","3.6","3.2","4.6","4.2","3.9","3.9","4.3","4.7","5.7","6.5","6.7","","","","","","",
"Sudáfrica","ZAF","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63.9","59.4","56.1","56.6","50.2","47.6","46.1","45.8","41.6","39","38","38.7","36.9","35.9","32.9","30.8","29.8","30.6","31.7","32.6","33.8","34","35.9","","",
"Zambia","ZMB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","8.3","9.1","8.6","9.3","","","","8.8","10.5","7.6","","","","","","","","5.3","6","5.9","6","6","5.7","5.3","5.3","","","","",
"Zimbabwe","ZWE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","","","","","","","","","","","12.4","13","10.8","10.6","10.4","8.2","","","","5","","6.7","","","","","","","",
